,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp
2052,Walking,Gait Cycle,Cardboard box area,_,Storage,Unpacking,Returning empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-07 00:09:26.500
2053,Walking,Gait Cycle,Path,Path (Cardboard box area),Storage,Storing_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-07 00:10:35.500
2054,Walking,Gait Cycle,Packing/sorting area,_,Storage,Storing_travel time,Transport a cart to the base,Subject_6,Packing/sorting area,Case_01,2025-01-07 00:11:30.500
2055,Pull,Gait Cycle,Path,Path (Office),Storage,Storing_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-07 00:12:42.500
2056,Pull,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Transport a cart to the base,Subject_6,Cross aisle path,Case_01,2025-01-07 00:13:53.000
2057,Handling upwards,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:15:36.500
2058,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-07 00:18:57.000
2059,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:19:27.500
2060,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:22:35.000
2061,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:22:51.500
2062,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-07 00:24:10.500
2063,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:24:35.000
2064,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:31:25.500
2065,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:31:52.000
2066,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:32:18.500
2067,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:34:47.500
2068,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:38:20.000
2069,Standing,Standing Still,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:39:02.500
2070,Handling upwards,Standing Still,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:40:43.500
2071,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:49:53.000
2072,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:55:52.000
2073,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:05:17.500
2074,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:13:01.000
2075,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:15:40.000
2076,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:22:25.000
2077,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:27:09.500
2078,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:28:39.000
2079,Handling upwards,Standing Still,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 01:29:45.500
2080,Handling upwards,Step,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:32:33.500
2081,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:42:39.500
2082,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:50:03.500
2083,Handling centred,Standing Still,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:56:20.500
2084,Push,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-07 02:06:24.000
2085,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 02:07:52.000
2086,Handling centred,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 02:15:28.500
2087,Push,Gait Cycle,Path,Path (Office),Storage,Unpacking,Transport to the packaging/sorting area,Subject_6,Path,Case_01,2025-01-07 02:17:14.000
2088,Handling centred,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Place cardboard box/item on a table,Subject_6,Packing/sorting area,Case_01,2025-01-07 02:19:38.000
2089,Handling centred,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,Subject_6,Path,Case_01,2025-01-07 02:24:33.500
2090,Handling downwards,Gait Cycle,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-07 02:25:37.000
2091,Standing,Step,Path,Path (Cardboard box area),Storage,Finalizing order,Returning hardware,Subject_6,Path,Case_01,2025-01-07 02:26:04.000
2092,Push,Gait Cycle,Office,_,Storage,Finalizing order,Returning hardware,Subject_6,Office,Case_01,2025-01-07 02:31:58.500
2093,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting cart,Subject_7,Path,Case_01,2025-01-07 02:37:51.500
2094,Walking,Gait Cycle,Cart area,_,Retrieval,Preparing order,Collecting cart,Subject_7,Cart area,Case_01,2025-01-07 02:39:55.000
2095,Pull,Gait Cycle,Path,Path (Cart area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_7,Path,Case_01,2025-01-07 02:42:03.000
2096,Push,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_7,Cardboard box area,Case_01,2025-01-07 02:44:50.500
2097,Pull,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_7,Path,Case_01,2025-01-07 02:46:29.500
2098,Pull,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_7,Cross aisle path,Case_01,2025-01-07 02:49:01.500
2099,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 02:53:13.000
2100,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 02:59:36.500
2101,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 03:00:30.000
2102,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 03:00:45.500
2103,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 03:02:43.000
2104,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 03:03:00.000
2105,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Aisle path,Case_01,2025-01-07 03:05:00.500
2106,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 03:17:57.500
2107,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 03:20:19.000
2108,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 03:30:04.500
2109,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 03:31:59.000
2110,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 03:39:30.500
2111,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 03:44:17.500
2112,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 03:55:53.000
2113,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 03:56:35.000
2114,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 03:56:52.500
2115,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Move to a cart,Subject_7,Path,Case_01,2025-01-07 03:59:52.000
2116,Handling centred,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:00:10.500
2117,Standing,Standing Still,Aisle path,2 front,Retrieval,Picking_pick time,Retrieval of items,Subject_7,Aisle path,Case_01,2025-01-07 04:02:14.000
2118,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:09:01.500
2119,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:12:15.500
2120,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:17:15.000
2121,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:19:31.500
2122,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:21:01.000
2123,Standing,Standing Still,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:23:15.500
2124,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 04:30:54.500
2125,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 04:31:27.500
2126,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 04:31:46.000
2127,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 04:38:31.500
2128,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 04:38:44.000
2129,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Aisle path,Case_01,2025-01-07 04:39:17.000
2130,Standing,Step,Cross aisle path,3-4,Retrieval,Picking_travel time,Waiting,Subject_7,Cross aisle path,Case_01,2025-01-07 04:40:43.000
2131,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:42:37.000
2132,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:45:33.500
2133,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:50:25.000
2134,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:56:12.000
2135,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:59:12.000
2136,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 05:02:36.500
2137,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 05:06:40.500
2138,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 05:09:38.000
2139,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 05:12:59.000
2140,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 05:17:31.500
2141,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 05:21:10.000
2142,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 05:25:14.500
2143,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 05:28:18.000
2144,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 05:35:15.000
2145,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 05:38:42.000
2146,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 05:49:49.500
2147,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_7,Path,Case_01,2025-01-07 05:55:31.500
2148,Pull,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_7,Packing/sorting area,Case_01,2025-01-07 05:56:36.500
2149,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 05:58:55.500
2150,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 05:59:39.500
2151,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 06:03:19.500
2152,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_7,Packing/sorting area,Case_01,2025-01-07 06:03:50.500
2153,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 06:05:44.000
2154,Pull,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 06:07:01.000
2155,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 06:11:50.000
2156,Pull,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_7,Packing/sorting area,Case_01,2025-01-07 06:13:31.500
2157,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 06:15:38.000
2158,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_7,Packing/sorting area,Case_01,2025-01-07 06:40:21.000
2159,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_7,Path,Case_01,2025-01-07 08:59:25.000
2160,Standing,Step,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_7,Issuing/receiving area,Case_01,2025-01-07 09:03:08.000
2161,Handling centred,Standing Still,Path,Path (Issuing area),Retrieval,Finalizing order,Collecting empty cardboard boxes,Subject_7,Path,Case_01,2025-01-07 09:04:04.000
2162,Handling centred,Gait Cycle,Cardboard box area,_,Retrieval,Finalizing order,Collecting empty cardboard boxes,Subject_7,Cardboard box area,Case_01,2025-01-07 09:06:05.500
2163,Pull,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Finalizing order,Returning hardware,Subject_7,Path,Case_01,2025-01-07 09:07:37.500
2164,Push,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_7,Office,Case_01,2025-01-07 09:10:36.500
2165,Pull,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Transport a cart to the base,Subject_7,Path,Case_01,2025-01-07 09:24:14.500
2166,Push,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_7,Cross aisle path,Case_01,2025-01-07 09:25:50.000
2167,Handling centred,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 09:29:25.500
2168,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 09:30:45.000
2169,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 09:31:46.000
2170,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 09:32:02.000
2171,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 09:33:49.000
2172,Handling centred,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 09:34:05.000
2173,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Aisle path,Case_01,2025-01-07 09:35:22.500
2174,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 09:48:07.500
2175,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 09:53:32.000
2176,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:02:00.000
2177,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:04:50.000
2178,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:09:19.500
2179,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:11:51.500
2180,Tick off / confirm,Standing Still,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:14:21.500
2181,Standing,Step,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:19:04.500
2182,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:21:36.500
2183,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_7,Base,Case_01,2025-01-07 10:23:53.500
2184,Handling centred,Standing Still,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_7,Cross aisle path,Case_01,2025-01-07 10:24:19.500
2185,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:25:42.000
2186,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:28:36.500
2187,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:31:27.500
2188,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:35:35.000
2189,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:35:50.000
2190,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:37:11.000
2191,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:40:45.000
2192,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 10:48:45.500
2193,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 10:49:57.000
2194,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 10:50:24.500
2195,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 10:57:13.500
2196,Scan,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to next position,Subject_7,Cross aisle path,Case_01,2025-01-07 10:57:39.000
2197,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 10:59:00.000
2198,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 11:05:33.500
2199,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 11:08:53.000
2200,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 11:09:18.000
2201,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 11:13:45.500
2202,Handling centred,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 11:14:04.500
2203,Scan,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Aisle path,Case_01,2025-01-07 11:16:51.000
2204,Scan,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_7,Cross aisle path,Case_01,2025-01-07 11:19:11.000
2205,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 11:20:40.500
2206,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 11:22:41.500
2207,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 11:25:31.500
2208,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 11:28:46.000
2209,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 11:32:28.000
2210,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 11:36:05.000
2211,Standing,Standing Still,Path,Path (Office),Retrieval,Picking_travel time,Move to next position,Subject_7,Path,Case_01,2025-01-07 11:37:51.000
2212,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to next position,Subject_7,Cross aisle path,Case_01,2025-01-07 11:38:28.000
2213,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 11:38:56.000
2214,Tick off / confirm,Standing Still,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 11:43:09.000
2215,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 11:46:01.000
2216,Tick off / confirm,Standing Still,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 11:47:53.000
2217,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 11:50:53.500
2218,Tick off / confirm,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 11:53:11.000
2219,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_7,Path,Case_01,2025-01-07 11:57:46.500
2220,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_7,Packing/sorting area,Case_01,2025-01-07 12:00:21.500
2221,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_7,Path,Case_01,2025-01-07 13:42:08.500
2222,Handling centred,Step,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_7,Issuing/receiving area,Case_01,2025-01-07 13:45:31.000
2223,Handling centred,Step,Path,Path (Issuing area),Retrieval,Finalizing order,Collecting empty cardboard boxes,Subject_7,Path,Case_01,2025-01-07 13:46:26.500
2224,Push,Gait Cycle,Cardboard box area,_,Retrieval,Finalizing order,Collecting empty cardboard boxes,Subject_7,Cardboard box area,Case_01,2025-01-07 13:48:08.000
2225,Pull,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Finalizing order,Returning hardware,Subject_7,Path,Case_01,2025-01-07 13:50:01.500
2226,Push,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_7,Office,Case_01,2025-01-07 13:53:00.000
