,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp,Predicted High-Level Process,Encoded High-Level Process
1969,Push,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Path,Case_01,2025-01-06 13:36:59.000,Retrieval,0
1970,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Packing/sorting area,Case_01,2025-01-06 13:37:51.500,Retrieval,0
1971,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 13:38:57.500,Retrieval,0
1972,Walking,Gait Cycle,Cart area,_,Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Cart area,Case_01,2025-01-06 13:40:06.500,Retrieval,0
1973,Walking,Gait Cycle,Path,Path (Cart area),Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 13:42:10.500,Retrieval,0
1974,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Packing/sorting area,Case_01,2025-01-06 13:43:24.500,Retrieval,0
1975,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 13:50:07.000,Retrieval,0
1976,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 13:50:34.500,Retrieval,0
1977,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 13:53:34.500,Retrieval,0
1978,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Packing/sorting area,Case_01,2025-01-06 13:54:01.000,Retrieval,0
1979,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 14:04:04.000,Retrieval,0
1980,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 14:04:34.500,Retrieval,0
1981,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 14:06:50.000,Retrieval,0
1982,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Packing/sorting area,Case_01,2025-01-06 14:07:16.000,Retrieval,0
1983,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Path,Case_01,2025-01-06 16:08:27.000,Retrieval,0
1984,Handling centred,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Issuing/receiving area,Case_01,2025-01-06 16:11:48.500,Retrieval,0
1985,Push,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,Subject_6,Path,Case_01,2025-01-06 16:19:14.000,Retrieval,0
1986,Push,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_6,Office,Case_01,2025-01-06 16:22:04.500,Retrieval,0
1987,Pull,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 16:44:13.000,Retrieval,0
1988,Handling centred,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-06 16:46:44.000,Retrieval,0
1989,Push,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-06 16:51:23.000,Retrieval,0
1990,Handling centred,Standing Still,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Cross aisle path,Case_01,2025-01-06 16:53:21.000,Retrieval,0
1991,Push,Gait Cycle,Base,_,Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Base,Case_01,2025-01-06 16:54:27.500,Retrieval,0
1992,Standing,Standing Still,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 16:54:56.500,Retrieval,0
1993,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 16:58:31.500,Retrieval,0
1994,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:12:37.000,Retrieval,0
1995,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:13:52.500,Retrieval,0
1996,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:15:32.000,Retrieval,0
1997,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:19:17.000,Retrieval,0
1998,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:23:02.500,Retrieval,0
1999,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:26:50.000,Retrieval,0
2000,Tick off / confirm,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:33:17.000,Retrieval,0
2001,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:36:15.000,Retrieval,0
2002,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:39:00.500,Retrieval,0
2003,Tick off / confirm,Gait Cycle,Aisle path,2 front,Retrieval,Picking_pick time,Retrieval of items,Subject_6,Aisle path,Case_01,2025-01-06 17:45:40.000,Retrieval,0
2004,Tick off / confirm,Standing Still,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:46:14.000,Retrieval,0
2005,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:49:27.500,Retrieval,0
2006,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:52:14.500,Retrieval,0
2007,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:57:23.000,Retrieval,0
2008,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:59:05.500,Retrieval,0
2009,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:02:34.000,Retrieval,0
2010,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:05:56.500,Retrieval,0
2011,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 18:07:35.000,Retrieval,0
2012,Handling centred,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 18:07:50.500,Retrieval,0
2013,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:10:33.500,Retrieval,0
2014,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Cross aisle path,Case_01,2025-01-06 18:15:06.000,Retrieval,0
2015,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 18:16:52.000,Retrieval,0
2016,Handling centred,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 18:17:07.000,Retrieval,0
2017,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 18:20:37.000,Retrieval,0
2018,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Cross aisle path,Case_01,2025-01-06 18:20:45.500,Retrieval,0
2019,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Aisle path,Case_01,2025-01-06 18:21:09.500,Retrieval,0
2020,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:24:07.000,Retrieval,0
2021,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:27:17.000,Retrieval,0
2022,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:29:27.500,Retrieval,0
2023,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 18:30:40.500,Retrieval,0
2024,Handling centred,Step,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 18:31:01.500,Retrieval,0
2025,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:33:47.500,Retrieval,0
2026,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:35:49.500,Retrieval,0
2027,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:42:31.000,Retrieval,0
2028,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:45:27.000,Retrieval,0
2029,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:48:25.000,Retrieval,0
2030,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:51:35.000,Retrieval,0
2031,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 18:53:16.500,Retrieval,0
2032,Scan,Standing Still,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 18:53:57.000,Retrieval,0
2033,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:56:42.500,Retrieval,0
2034,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 18:57:22.000,Retrieval,0
2035,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:59:35.500,Retrieval,0
2036,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 19:03:22.500,Retrieval,0
2037,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 19:07:38.500,Retrieval,0
2038,Tick off / confirm,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 19:09:22.000,Retrieval,0
2039,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 19:11:24.000,Retrieval,0
2040,Handling centred,Standing Still,Cross aisle path,2-3,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Cross aisle path,Case_01,2025-01-06 19:11:49.000,Retrieval,0
2041,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Path,Case_01,2025-01-06 19:13:30.000,Retrieval,0
2042,Pull,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Packing/sorting area,Case_01,2025-01-06 19:14:31.500,Retrieval,0
2043,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Path,Case_01,2025-01-06 20:18:53.500,Retrieval,0
2044,Push,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Issuing/receiving area,Case_01,2025-01-06 20:22:27.000,Retrieval,0
2045,Pull,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,Subject_6,Path,Case_01,2025-01-06 20:27:40.000,Retrieval,0
2046,Push,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_6,Office,Case_01,2025-01-06 20:31:37.500,Retrieval,0
2047,Pull,Gait Cycle,Path,Path (Office),Storage,Preparing order,Collecting packed cardboard boxes,Subject_6,Path,Case_01,2025-01-06 20:45:29.000,Retrieval,1
2048,Pull,Gait Cycle,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_6,Issuing/receiving area,Case_01,2025-01-06 20:48:08.500,Retrieval,1
2049,Push,Gait Cycle,Path,Path (Issuing area),Storage,Unpacking,Transport to the packaging/sorting area,Subject_6,Path,Case_01,2025-01-06 21:10:12.000,Retrieval,1
2050,Push,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_6,Packing/sorting area,Case_01,2025-01-06 21:12:56.000,Retrieval,1
2051,Walking,Gait Cycle,Path,Path (Office),Storage,Unpacking,Returning empty cardboard boxes,Subject_6,Path,Case_01,2025-01-07 00:08:23.000,Retrieval,1
2052,Walking,Gait Cycle,Cardboard box area,_,Storage,Unpacking,Returning empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-07 00:09:26.500,Retrieval,1
2053,Walking,Gait Cycle,Path,Path (Cardboard box area),Storage,Storing_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-07 00:10:35.500,Retrieval,1
2054,Walking,Gait Cycle,Packing/sorting area,_,Storage,Storing_travel time,Transport a cart to the base,Subject_6,Packing/sorting area,Case_01,2025-01-07 00:11:30.500,Retrieval,1
2055,Pull,Gait Cycle,Path,Path (Office),Storage,Storing_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-07 00:12:42.500,Retrieval,1
2056,Pull,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Transport a cart to the base,Subject_6,Cross aisle path,Case_01,2025-01-07 00:13:53.000,Retrieval,1
2057,Handling upwards,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:15:36.500,Retrieval,1
2058,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-07 00:18:57.000,Retrieval,1
2059,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:19:27.500,Retrieval,1
2060,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:22:35.000,Retrieval,1
2061,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:22:51.500,Retrieval,1
2062,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-07 00:24:10.500,Retrieval,1
2063,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:24:35.000,Retrieval,1
2064,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:31:25.500,Retrieval,1
2065,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:31:52.000,Retrieval,1
2066,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:32:18.500,Retrieval,1
2067,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:34:47.500,Retrieval,1
2068,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:38:20.000,Retrieval,1
2069,Standing,Standing Still,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 00:39:02.500,Retrieval,1
2070,Handling upwards,Standing Still,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:40:43.500,Retrieval,1
2071,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 00:49:53.000,Retrieval,1
2072,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 00:55:52.000,Retrieval,1
2073,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:05:17.500,Retrieval,1
2074,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:13:01.000,Retrieval,1
2075,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:15:40.000,Retrieval,1
2076,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:22:25.000,Retrieval,1
2077,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:27:09.500,Retrieval,1
2078,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:28:39.000,Retrieval,1
2079,Handling upwards,Standing Still,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Base,Case_01,2025-01-07 01:29:45.500,Retrieval,1
2080,Handling upwards,Step,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:32:33.500,Retrieval,1
2081,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:42:39.500,Retrieval,1
2082,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 01:50:03.500,Retrieval,1
2083,Handling centred,Standing Still,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 01:56:20.500,Retrieval,1
2084,Push,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-07 02:06:24.000,Retrieval,1
2085,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-07 02:07:52.000,Retrieval,1
2086,Handling centred,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-07 02:15:28.500,Retrieval,1
2087,Push,Gait Cycle,Path,Path (Office),Storage,Unpacking,Transport to the packaging/sorting area,Subject_6,Path,Case_01,2025-01-07 02:17:14.000,Retrieval,1
2088,Handling centred,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Place cardboard box/item on a table,Subject_6,Packing/sorting area,Case_01,2025-01-07 02:19:38.000,Retrieval,1
2089,Handling centred,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,Subject_6,Path,Case_01,2025-01-07 02:24:33.500,Retrieval,1
2090,Handling downwards,Gait Cycle,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-07 02:25:37.000,Retrieval,1
2091,Standing,Step,Path,Path (Cardboard box area),Storage,Finalizing order,Returning hardware,Subject_6,Path,Case_01,2025-01-07 02:26:04.000,Retrieval,1
2092,Push,Gait Cycle,Office,_,Storage,Finalizing order,Returning hardware,Subject_6,Office,Case_01,2025-01-07 02:31:58.500,Retrieval,1
2093,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting cart,Subject_7,Path,Case_01,2025-01-07 02:37:51.500,Retrieval,0
2094,Walking,Gait Cycle,Cart area,_,Retrieval,Preparing order,Collecting cart,Subject_7,Cart area,Case_01,2025-01-07 02:39:55.000,Retrieval,0
2095,Pull,Gait Cycle,Path,Path (Cart area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_7,Path,Case_01,2025-01-07 02:42:03.000,Retrieval,0
2096,Push,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_7,Cardboard box area,Case_01,2025-01-07 02:44:50.500,Retrieval,0
2097,Pull,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_7,Path,Case_01,2025-01-07 02:46:29.500,Retrieval,0
2098,Pull,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_7,Cross aisle path,Case_01,2025-01-07 02:49:01.500,Retrieval,0
2099,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 02:53:13.000,Retrieval,0
2100,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 02:59:36.500,Retrieval,0
2101,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 03:00:30.000,Retrieval,0
2102,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 03:00:45.500,Retrieval,0
2103,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 03:02:43.000,Retrieval,0
2104,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 03:03:00.000,Retrieval,0
2105,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Aisle path,Case_01,2025-01-07 03:05:00.500,Retrieval,0
2106,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 03:17:57.500,Retrieval,0
2107,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 03:20:19.000,Retrieval,0
2108,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 03:30:04.500,Retrieval,0
2109,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 03:31:59.000,Retrieval,0
2110,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 03:39:30.500,Retrieval,0
2111,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 03:44:17.500,Retrieval,0
2112,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 03:55:53.000,Retrieval,0
2113,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 03:56:35.000,Retrieval,0
2114,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 03:56:52.500,Retrieval,0
2115,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Move to a cart,Subject_7,Path,Case_01,2025-01-07 03:59:52.000,Retrieval,0
2116,Handling centred,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:00:10.500,Retrieval,0
2117,Standing,Standing Still,Aisle path,2 front,Retrieval,Picking_pick time,Retrieval of items,Subject_7,Aisle path,Case_01,2025-01-07 04:02:14.000,Retrieval,0
2118,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:09:01.500,Retrieval,0
2119,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:12:15.500,Retrieval,0
2120,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:17:15.000,Retrieval,0
2121,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:19:31.500,Retrieval,0
2122,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_7,Cross aisle path,Case_01,2025-01-07 04:21:01.000,Retrieval,0
2123,Standing,Standing Still,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_7,Aisle path,Case_01,2025-01-07 04:23:15.500,Retrieval,0
2124,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Cross aisle path,Case_01,2025-01-07 04:30:54.500,Retrieval,0
2125,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 04:31:27.500,Retrieval,0
2126,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Office,Case_01,2025-01-07 04:31:46.000,Retrieval,0
2127,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_7,Path,Case_01,2025-01-07 04:38:31.500,Retrieval,0
