,Activity,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,Pose - Legs,concept:name,org:resource,case:concept:name,time:timestamp
2184802,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 15:26:41.000
2185337,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:31:08.500
2185420,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 15:31:50.000
2185536,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:32:48.000
2185633,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 15:33:36.500
2185953,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:36:16.500
2186042,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 15:37:01.000
2186137,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:37:48.500
2186224,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 15:38:32.000
2186869,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:43:54.500
2186963,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 15:44:41.500
2187070,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:45:35.000
2187167,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 15:46:23.500
2187558,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:49:39.000
2187638,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 15:50:19.000
2187740,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:51:10.000
2187863,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 15:52:11.500
2188222,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:55:11.000
2188341,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 15:56:10.500
2188367,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:56:23.500
2188494,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 15:57:27.000
2188710,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 15:59:15.000
2188828,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 16:00:14.000
2188877,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 16:00:38.500
2189004,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 16:01:42.000
2189546,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 16:06:13.000
2189674,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-13 16:07:17.000
2189872,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 16:08:56.000
2190003,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 16:10:01.500
2190407,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 16:13:23.500
2190546,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 16:14:33.000
2190680,Handling upwards,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 16:15:40.000
2190871,Walking,Aisle path,5 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 16:17:15.500
2191805,Walking,Cross aisle path,4-5,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 16:25:02.500
2191973,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 16:26:26.500
2192101,Tick off / confirm,Cross aisle path,1-2,Retrieval,Packing,Transport to the packing/sorting area,,Cross aisle path,Subject_01,Case_01,2025-01-13 16:27:30.500
2192475,Push,Path,Path (Office),Retrieval,Packing,Transport to the packing/sorting area,,Path,Subject_01,Case_01,2025-01-13 16:30:37.500
2192623,Push,Packing/sorting area,_,Retrieval,Packing,Transport to the packing/sorting area,,Packing/sorting area,Subject_01,Case_01,2025-01-13 16:31:51.500
2200597,Push,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-13 17:38:18.500
2200855,Handling downwards,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-13 17:40:27.500
2200897,Handling downwards,Path,Path (Issuing area),Retrieval,Finalizing order,Handing over packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-13 17:40:48.500
2201067,Walking,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-13 17:42:13.500
2201160,Tick off / confirm,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,,Path,Subject_01,Case_01,2025-01-13 17:43:00.000
2201426,Walking,Office,_,Retrieval,Finalizing order,Returning hardware,,Office,Subject_01,Case_01,2025-01-13 17:45:13.000
2201842,Walking,Path,Path (Office),Retrieval,Preparing order,Collecting cart,,Path,Subject_01,Case_01,2025-01-13 17:48:41.000
2201968,Handling upwards,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,,Cardboard box area,Subject_01,Case_01,2025-01-13 17:49:44.000
2202094,Pull,Path,Path (Cardboard box area),Retrieval,Preparing order,Transition,,Path,Subject_01,Case_01,2025-01-13 17:50:47.000
2202304,Push,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,,Cardboard box area,Subject_01,Case_01,2025-01-13 17:52:32.000
2202477,Pull,Path,Path (Cardboard box area),Retrieval,Picking _ Travel time,Transport a cart to the base,,Path,Subject_01,Case_01,2025-01-13 17:53:58.500
2202748,Push,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Transport a cart to the base,,Cross aisle path,Subject_01,Case_01,2025-01-13 17:56:14.000
2202921,Walking,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 17:57:40.500
2203942,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:06:11.000
2204022,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 18:06:51.000
2204242,Tick off / confirm,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:08:41.000
2204528,Walking,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:11:04.000
2205824,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:21:52.000
2205947,Handling centred,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-13 18:22:53.500
2206218,Tick off / confirm,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:25:09.000
2206510,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:27:35.000
2206799,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:29:59.500
2206836,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 18:30:18.000
2206956,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:31:18.000
2206992,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:31:36.000
2207513,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:35:56.500
2207551,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 18:36:15.500
2207611,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:36:45.500
2207655,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:37:07.500
2207902,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:39:11.000
2207932,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 18:39:26.000
2208048,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:40:24.000
2208093,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:40:46.500
2208571,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:44:45.500
2208608,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 18:45:04.000
2208658,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:45:29.000
2208756,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:46:18.000
2208936,Tick off / confirm,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:47:48.000
2208998,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 18:48:19.000
2209054,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:48:47.000
2209124,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:49:22.000
2209483,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:52:21.500
2209530,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 18:52:45.000
2209549,Walking,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-13 18:52:54.500
2210002,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 18:56:41.000
2210015,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 18:56:47.500
2210054,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 18:57:07.000
2210437,Handling centred,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:00:18.500
2210587,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:01:33.500
2210698,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:02:29.000
2210754,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 19:02:57.000
2211166,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:06:23.000
2211219,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:06:49.500
2211247,Handling centred,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:07:03.500
2211319,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 19:07:39.500
2211544,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:09:32.000
2211608,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:10:04.000
2211672,Standing,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:10:36.000
2212170,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 19:14:45.000
2212446,Tick off / confirm,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:17:03.000
2212550,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:17:55.000
2212627,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:18:33.500
2212723,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 19:19:21.500
2213045,Tick off / confirm,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:22:02.500
2213150,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:22:55.000
2213223,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:23:31.500
2213314,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 19:24:17.000
2213589,Tick off / confirm,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:26:34.500
2213694,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:27:27.000
2213858,Handling centred,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:28:49.000
2213965,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 19:29:42.500
2214327,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:32:43.500
2214431,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:33:35.500
2214652,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:35:26.000
2214793,Walking,Aisle path,5 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 19:36:36.500
2215462,Walking,Cross aisle path,4-5,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:42:11.000
2215603,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 19:43:21.500
2215951,Handling upwards,Cross aisle path,2-3,Retrieval,Packing,Transport to the packing/sorting area,,Cross aisle path,Subject_01,Case_01,2025-01-13 19:46:15.500
2216329,Push,Path,Path (Office),Retrieval,Packing,Transport to the packing/sorting area,,Path,Subject_01,Case_01,2025-01-13 19:49:24.500
2216461,Push,Packing/sorting area,_,Retrieval,Packing,Transport to the packing/sorting area,,Packing/sorting area,Subject_01,Case_01,2025-01-13 19:50:30.500
2217059,Walking,Path,Path (Office),Retrieval,"Packing, Special processes",Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 19:55:29.500
2217103,Walking,Office,_,Retrieval,"Packing, Special processes",Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-13 19:55:51.500
2217325,Walking,Path,Path (Office),Retrieval,"Packing, Special processes",Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 19:57:42.500
2217368,Walking,Packing/sorting area,_,Retrieval,"Packing, Special processes",Report and clarify the incident,,Packing/sorting area,Subject_01,Case_01,2025-01-13 19:58:04.000
2224409,Push,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-13 20:56:44.500
2224668,Walking,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-13 20:58:54.000
2224820,Walking,Path,Path (Issuing area),Retrieval,Finalizing order,Handing over packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-13 21:00:10.000
2224952,Walking,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-13 21:01:16.000
2225083,Walking,Path,Path (Issuing area),Retrieval,Finalizing order,Transition,,Path,Subject_01,Case_01,2025-01-13 21:02:21.500
2225158,Walking,Cardboard box area,_,Retrieval,Finalizing order,Transition,,Cardboard box area,Subject_01,Case_01,2025-01-13 21:02:59.000
2225169,Walking,Path,Path (Cardboard box area),Retrieval,Finalizing order,Returning hardware,,Path,Subject_01,Case_01,2025-01-13 21:03:04.500
2225299,Walking,Office,_,Retrieval,Finalizing order,Returning hardware,,Office,Subject_01,Case_01,2025-01-13 21:04:09.500
2226210,Walking,Path,Path (Office),Retrieval,Preparing order,Transition,,Path,Subject_01,Case_01,2025-01-13 21:11:45.000
2226257,Walking,Office,_,Retrieval,Preparing order,Collecting order and hardware,,Office,Subject_01,Case_01,2025-01-13 21:12:08.500
2226539,Walking,Path,Path (Office),Retrieval,Preparing order,Collecting empty cardboard boxes,,Path,Subject_01,Case_01,2025-01-13 21:14:29.500
2226668,Walking,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,,Cardboard box area,Subject_01,Case_01,2025-01-13 21:15:34.000
2227114,Push,Path,Path (Cardboard box area),Retrieval,Picking _ Travel time,Transport a cart to the base,,Path,Subject_01,Case_01,2025-01-13 21:19:17.000
2227316,Push,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Transport a cart to the base,,Cross aisle path,Subject_01,Case_01,2025-01-13 21:20:58.000
2227780,Walking,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 21:24:50.000
2229226,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 21:36:53.000
2229285,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 21:37:22.500
2229314,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 21:37:37.000
2229799,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 21:41:39.500
2229836,Walking,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-13 21:41:58.000
2230294,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 21:45:47.000
2230317,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-13 21:45:58.500
2230811,Walking,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 21:50:05.500
2232009,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:00:04.500
2232117,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 22:00:58.500
2232185,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:01:32.500
2232340,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 22:02:50.000
2233029,Tick off / confirm,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:08:34.500
2233147,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 22:09:33.500
2233179,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:09:49.500
2233403,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 22:11:41.500
2233756,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:14:38.000
2234372,Scan,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 22:19:46.000
2234546,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:21:13.000
2234617,Handling upwards,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 22:21:48.500
2234759,Standing,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:22:59.500
2234985,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 22:24:52.500
2235486,Tick off / confirm,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:29:03.000
2235859,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 22:32:09.500
2236175,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:34:47.500
2236393,Standing,Base,_,Retrieval,Picking _ Travel time,Move to next position,,Base,Subject_01,Case_01,2025-01-13 22:36:36.500
2236490,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:37:25.000
2236545,Tick off / confirm,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 22:37:52.500
2236861,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:40:30.500
2236943,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 22:41:11.500
2237199,Scan,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:43:19.500
2237288,Tick off / confirm,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 22:44:04.000
2238613,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:55:06.500
2238654,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 22:55:27.000
2238672,Walking,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-13 22:55:36.000
2239048,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-13 22:58:44.000
2239068,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-13 22:58:54.000
2239109,Walking,Aisle path,3 front,Retrieval,Special processes,Report and clarify the incident,,Aisle path,Subject_01,Case_01,2025-01-13 22:59:14.500
2239373,Tick off / confirm,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:01:26.500
2239455,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 23:02:07.500
2239492,Scan,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:02:26.000
2239756,Tick off / confirm,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 23:04:38.000
2240077,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:07:18.500
2240611,Tick off / confirm,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 23:11:45.500
2240884,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:14:02.000
2240977,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 23:14:48.500
2241066,Standing,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:15:33.000
